split,group_id,new_filename,source_split,original_filename,source_path,Burn Mark,Flash,Short Shot,Sink Mark
train,43,fp_train_0151.jpg,train,N_10053_JPG_JPG.rf.e800d142cbe46a3ae1f634b083ec1ea5.jpg,new_dataset\Final Project.v1i.coco\train\N_10053_JPG_JPG.rf.e800d142cbe46a3ae1f634b083ec1ea5.jpg,1,1,0,1
test,44,fp_test_0037.jpg,train,N_1036_JPG_JPG.rf.233252f828882fee0c8a39e36df89855.jpg,new_dataset\Final Project.v1i.coco\train\N_1036_JPG_JPG.rf.233252f828882fee0c8a39e36df89855.jpg,0,0,1,0
valid,45,fp_valid_0047.jpg,train,P_2265_jpg.rf.bf45899b31bb1f26e622ae9c203d914e.jpg,new_dataset\Final Project.v1i.coco\train\P_2265_jpg.rf.bf45899b31bb1f26e622ae9c203d914e.jpg,0,0,0,0
train,46,fp_train_0152.jpg,train,P_2176_jpg.rf.8ce4cd53e49753b30d534599fd7570fc.jpg,new_dataset\Final Project.v1i.coco\train\P_2176_jpg.rf.8ce4cd53e49753b30d534599fd7570fc.jpg,0,0,0,0
train,47,fp_train_0153.jpg,train,1_jpg.rf.d3308f0431fb8ef1720fbd34c2f6be0f.jpg,new_dataset\Final Project.v1i.coco\train\1_jpg.rf.d3308f0431fb8ef1720fbd34c2f6be0f.jpg,0,0,0,0
train,48,fp_train_0154.jpg,train,P_2158_jpg.rf.94c569bf2d69c86773464d2b782fc684.jpg,new_dataset\Final Project.v1i.coco\train\P_2158_jpg.rf.94c569bf2d69c86773464d2b782fc684.jpg,0,0,0,1
train,49,fp_train_0155.jpg,train,2_28_jpg.rf.aea0b843b2adaf30a8b49c454f5b02e1.jpg,new_dataset\Final Project.v1i.coco\train\2_28_jpg.rf.aea0b843b2adaf30a8b49c454f5b02e1.jpg,0,0,0,1
valid,50,fp_valid_0048.jpg,train,P_2080_jpg.rf.87d871edc3c5f2ab1d98f84e32bc7a80.jpg,new_dataset\Final Project.v1i.coco\train\P_2080_jpg.rf.87d871edc3c5f2ab1d98f84e32bc7a80.jpg,0,1,1,1
test,51,fp_test_0038.jpg,train,125_jpg.rf.440dc9b9264fc668ff5fde836388a5ff.jpg,new_dataset\Final Project.v1i.coco\train\125_jpg.rf.440dc9b9264fc668ff5fde836388a5ff.jpg,0,0,0,0
test,51,fp_test_0039.jpg,valid,122_jpg.rf.d6ac99ab66eb366797c8367bac36a6fa.jpg,new_dataset\Final Project.v1i.coco\valid\122_jpg.rf.d6ac99ab66eb366797c8367bac36a6fa.jpg,0,0,0,1
train,52,fp_train_0156.jpg,train,N_10070_JPG_JPG.rf.b979d354d15cd613c6b778ae43f83a14.jpg,new_dataset\Final Project.v1i.coco\train\N_10070_JPG_JPG.rf.b979d354d15cd613c6b778ae43f83a14.jpg,0,0,0,1
train,53,fp_train_0157.jpg,train,P_2253_jpg.rf.e8b7eea614c7bd41cc6f78f543127c12.jpg,new_dataset\Final Project.v1i.coco\train\P_2253_jpg.rf.e8b7eea614c7bd41cc6f78f543127c12.jpg,1,0,0,1
train,54,fp_train_0158.jpg,train,56_jpg.rf.c8613d653b2d8adc620d4ccce48447b2.jpg,new_dataset\Final Project.v1i.coco\train\56_jpg.rf.c8613d653b2d8adc620d4ccce48447b2.jpg,0,0,0,0
train,54,fp_train_0159.jpg,train,64_jpg.rf.7c75a4ecbd82dd3782e128f5625c6e5b.jpg,new_dataset\Final Project.v1i.coco\train\64_jpg.rf.7c75a4ecbd82dd3782e128f5625c6e5b.jpg,0,0,0,0
valid,55,fp_valid_0049.jpg,train,135_jpg.rf.6c4b03d1872bf84c83f3ce4cbea242af.jpg,new_dataset\Final Project.v1i.coco\train\135_jpg.rf.6c4b03d1872bf84c83f3ce4cbea242af.jpg,0,0,1,0
train,56,fp_train_0160.jpg,train,N_1047_JPG_JPG.rf.5fc3b5d63c6a2c165e4e19d2b46ce375.jpg,new_dataset\Final Project.v1i.coco\train\N_1047_JPG_JPG.rf.5fc3b5d63c6a2c165e4e19d2b46ce375.jpg,0,1,0,0
train,57,fp_train_0161.jpg,train,N_1035_JPG_JPG.rf.05a8372340552f28b94b988a55dfc696.jpg,new_dataset\Final Project.v1i.coco\train\N_1035_JPG_JPG.rf.05a8372340552f28b94b988a55dfc696.jpg,1,1,0,1
train,58,fp_train_0162.jpg,train,samsung_29_jpg.rf.6cfb02ad9240b903bc4affcd2bf802b7.jpg,new_dataset\Final Project.v1i.coco\train\samsung_29_jpg.rf.6cfb02ad9240b903bc4affcd2bf802b7.jpg,1,0,0,0
train,59,fp_train_0163.jpg,train,84_jpg.rf.16c7c3922a1d1a285c6a972f288e710a.jpg,new_dataset\Final Project.v1i.coco\train\84_jpg.rf.16c7c3922a1d1a285c6a972f288e710a.jpg,0,0,0,1
train,59,fp_train_0164.jpg,train,18_jpg.rf.e9d5f54da24bab897d7c41c5a1e19f29.jpg,new_dataset\Final Project.v1i.coco\train\18_jpg.rf.e9d5f54da24bab897d7c41c5a1e19f29.jpg,0,1,0,0
train,59,fp_train_0165.jpg,train,81_jpg.rf.e712529868dd846d9685ab1b9abc0f01.jpg,new_dataset\Final Project.v1i.coco\train\81_jpg.rf.e712529868dd846d9685ab1b9abc0f01.jpg,0,0,0,0
train,59,fp_train_0166.jpg,train,23_jpg.rf.c0feb23ea8f25f8560bea7b15bce9eca.jpg,new_dataset\Final Project.v1i.coco\train\23_jpg.rf.c0feb23ea8f25f8560bea7b15bce9eca.jpg,0,0,0,1
train,59,fp_train_0167.jpg,train,25_jpg.rf.ec22451f3f4042976fba53b35aba600a.jpg,new_dataset\Final Project.v1i.coco\train\25_jpg.rf.ec22451f3f4042976fba53b35aba600a.jpg,0,1,0,0
train,59,fp_train_0168.jpg,train,24_jpg.rf.d9b543128b496287e4387124275e4133.jpg,new_dataset\Final Project.v1i.coco\train\24_jpg.rf.d9b543128b496287e4387124275e4133.jpg,0,0,0,1
train,59,fp_train_0169.jpg,train,19_jpg.rf.c572809ccc5df6ba1f47b44b5d2c2feb.jpg,new_dataset\Final Project.v1i.coco\train\19_jpg.rf.c572809ccc5df6ba1f47b44b5d2c2feb.jpg,0,0,0,0
train,59,fp_train_0170.jpg,train,22_jpg.rf.bf2776820b091e7822a18497193c0999.jpg,new_dataset\Final Project.v1i.coco\train\22_jpg.rf.bf2776820b091e7822a18497193c0999.jpg,0,0,0,0
train,59,fp_train_0171.jpg,valid,17_jpg.rf.12cd59cef091fbcc20d6873c12771f86.jpg,new_dataset\Final Project.v1i.coco\valid\17_jpg.rf.12cd59cef091fbcc20d6873c12771f86.jpg,0,1,0,0
train,59,fp_train_0172.jpg,valid,20_jpg.rf.7a5b661f32a1c89d3c5b2bb48a343f52.jpg,new_dataset\Final Project.v1i.coco\valid\20_jpg.rf.7a5b661f32a1c89d3c5b2bb48a343f52.jpg,0,0,0,0
train,59,fp_train_0173.jpg,test,21_jpg.rf.c847c95281c3aef1b027653170f6fb4b.jpg,new_dataset\Final Project.v1i.coco\test\21_jpg.rf.c847c95281c3aef1b027653170f6fb4b.jpg,0,0,0,1
train,60,fp_train_0174.jpg,train,N_10028_JPG_JPG.rf.d4121666b19dba3dfbe9b545bb1b5062.jpg,new_dataset\Final Project.v1i.coco\train\N_10028_JPG_JPG.rf.d4121666b19dba3dfbe9b545bb1b5062.jpg,1,0,0,1
train,61,fp_train_0175.jpg,train,213_jpg.rf.1e250630a0ea2e68a13677c5112abe45.jpg,new_dataset\Final Project.v1i.coco\train\213_jpg.rf.1e250630a0ea2e68a13677c5112abe45.jpg,1,0,0,1
train,61,fp_train_0176.jpg,train,216_jpg.rf.9e4bfa31763cf77936133b20fa39a66a.jpg,new_dataset\Final Project.v1i.coco\train\216_jpg.rf.9e4bfa31763cf77936133b20fa39a66a.jpg,0,0,0,1
train,61,fp_train_0177.jpg,train,207_jpg.rf.e974eece7fb959b6a4cb1b91058dd65c.jpg,new_dataset\Final Project.v1i.coco\train\207_jpg.rf.e974eece7fb959b6a4cb1b91058dd65c.jpg,0,0,0,1
train,61,fp_train_0178.jpg,valid,195_jpg.rf.7727e6f3c967a7482dc7394ad60ef7b4.jpg,new_dataset\Final Project.v1i.coco\valid\195_jpg.rf.7727e6f3c967a7482dc7394ad60ef7b4.jpg,0,0,0,1
train,61,fp_train_0179.jpg,test,203_jpg.rf.99e2567963ce57edff04ad92c27a06bb.jpg,new_dataset\Final Project.v1i.coco\test\203_jpg.rf.99e2567963ce57edff04ad92c27a06bb.jpg,0,0,0,1
valid,62,fp_valid_0050.jpg,train,samsung_54_jpg.rf.823f486d2e74a3773e8a3e71dd4e548c.jpg,new_dataset\Final Project.v1i.coco\train\samsung_54_jpg.rf.823f486d2e74a3773e8a3e71dd4e548c.jpg,1,0,0,1
test,63,fp_test_0040.jpg,train,P_2175_jpg.rf.c9f5d4ca6d22011e120d22ed5a5f4403.jpg,new_dataset\Final Project.v1i.coco\train\P_2175_jpg.rf.c9f5d4ca6d22011e120d22ed5a5f4403.jpg,0,0,0,0
train,64,fp_train_0180.jpg,train,110_jpg.rf.2e5ca24f0919c37b28356e72537a84bf.jpg,new_dataset\Final Project.v1i.coco\train\110_jpg.rf.2e5ca24f0919c37b28356e72537a84bf.jpg,0,0,0,0
train,64,fp_train_0181.jpg,train,102_jpg.rf.217783a56fb10734221217e0f77fd5b7.jpg,new_dataset\Final Project.v1i.coco\train\102_jpg.rf.217783a56fb10734221217e0f77fd5b7.jpg,0,0,0,0
train,64,fp_train_0182.jpg,train,114_jpg.rf.b000e4017c65c577e156d659fea09678.jpg,new_dataset\Final Project.v1i.coco\train\114_jpg.rf.b000e4017c65c577e156d659fea09678.jpg,0,0,0,0
train,64,fp_train_0183.jpg,train,101_jpg.rf.915eb59c90f9fa29e92a72828c3aecbb.jpg,new_dataset\Final Project.v1i.coco\train\101_jpg.rf.915eb59c90f9fa29e92a72828c3aecbb.jpg,0,0,0,0
train,65,fp_train_0184.jpg,train,samsung_63_jpg.rf.82194c73ccd38ad8e5b12f4bc4ae99d6.jpg,new_dataset\Final Project.v1i.coco\train\samsung_63_jpg.rf.82194c73ccd38ad8e5b12f4bc4ae99d6.jpg,0,0,0,0
test,66,fp_test_0041.jpg,train,P_2187_jpg.rf.b8566d5900bc10fc15112f894ec29ad4.jpg,new_dataset\Final Project.v1i.coco\train\P_2187_jpg.rf.b8566d5900bc10fc15112f894ec29ad4.jpg,0,1,0,0
train,67,fp_train_0185.jpg,train,samsung_5_jpg.rf.9b5034c12099e6c47e59c407bd42060f.jpg,new_dataset\Final Project.v1i.coco\train\samsung_5_jpg.rf.9b5034c12099e6c47e59c407bd42060f.jpg,1,0,0,1
train,68,fp_train_0186.jpg,train,samsung_57_jpg.rf.726b16f89efc81528a52b7e480f0fa54.jpg,new_dataset\Final Project.v1i.coco\train\samsung_57_jpg.rf.726b16f89efc81528a52b7e480f0fa54.jpg,0,0,0,0
train,69,fp_train_0187.jpg,train,P_2046_jpg.rf.a4ca0f7d9b333f0de82e355867315237.jpg,new_dataset\Final Project.v1i.coco\train\P_2046_jpg.rf.a4ca0f7d9b333f0de82e355867315237.jpg,1,1,0,1
valid,70,fp_valid_0051.jpg,train,N_1008_JPG_JPG.rf.522f6406ac2799183978c683b2dbc973.jpg,new_dataset\Final Project.v1i.coco\train\N_1008_JPG_JPG.rf.522f6406ac2799183978c683b2dbc973.jpg,1,0,0,0
train,71,fp_train_0188.jpg,train,N_1003_JPG_JPG.rf.5a45d8fc13271d26b8260950297666c6.jpg,new_dataset\Final Project.v1i.coco\train\N_1003_JPG_JPG.rf.5a45d8fc13271d26b8260950297666c6.jpg,1,1,0,0
train,72,fp_train_0189.jpg,train,3_jpg.rf.ab35db2693275698ffd5f01196b425b5.jpg,new_dataset\Final Project.v1i.coco\train\3_jpg.rf.ab35db2693275698ffd5f01196b425b5.jpg,0,0,0,0
train,73,fp_train_0190.jpg,train,N_1069_JPG_JPG.rf.6da527a32d70e1ffb866aa7c15774fad.jpg,new_dataset\Final Project.v1i.coco\train\N_1069_JPG_JPG.rf.6da527a32d70e1ffb866aa7c15774fad.jpg,1,0,1,0
test,74,fp_test_0042.jpg,train,N_1094_JPG_JPG.rf.23ac77070cd48db0a331d8efbb752f69.jpg,new_dataset\Final Project.v1i.coco\train\N_1094_JPG_JPG.rf.23ac77070cd48db0a331d8efbb752f69.jpg,1,0,0,0
valid,75,fp_valid_0052.jpg,train,31_jpg.rf.5d911b894dcb7c6eaf556824649a54f0.jpg,new_dataset\Final Project.v1i.coco\train\31_jpg.rf.5d911b894dcb7c6eaf556824649a54f0.jpg,0,0,0,0
test,76,fp_test_0043.jpg,train,2_103_jpg.rf.8caab833183982367c63acf5a38beeb7.jpg,new_dataset\Final Project.v1i.coco\train\2_103_jpg.rf.8caab833183982367c63acf5a38beeb7.jpg,1,1,0,0
test,76,fp_test_0044.jpg,train,2_102_jpg.rf.fb1444c9f14326cf996933e1a70ad012.jpg,new_dataset\Final Project.v1i.coco\train\2_102_jpg.rf.fb1444c9f14326cf996933e1a70ad012.jpg,1,1,0,0
test,76,fp_test_0045.jpg,test,2_101_jpg.rf.f46776614ffbb92e52eea7a2ec3093cf.jpg,new_dataset\Final Project.v1i.coco\test\2_101_jpg.rf.f46776614ffbb92e52eea7a2ec3093cf.jpg,1,1,0,0
train,77,fp_train_0191.jpg,train,136_jpg.rf.f11d76e261e5e78e7f046bc0973b3ead.jpg,new_dataset\Final Project.v1i.coco\train\136_jpg.rf.f11d76e261e5e78e7f046bc0973b3ead.jpg,0,1,0,0
train,78,fp_train_0192.jpg,train,samsung_21_jpg.rf.aac6b72404d264cf0dd68b88e50c40cf.jpg,new_dataset\Final Project.v1i.coco\train\samsung_21_jpg.rf.aac6b72404d264cf0dd68b88e50c40cf.jpg,1,1,0,0
test,79,fp_test_0046.jpg,train,P_2220_jpg.rf.582dc965930884e4a55ed1f49babde83.jpg,new_dataset\Final Project.v1i.coco\train\P_2220_jpg.rf.582dc965930884e4a55ed1f49babde83.jpg,1,1,0,1
train,80,fp_train_0193.jpg,train,P_2127_jpg.rf.09f89e38a8eb913d626dd24b3b78ef16.jpg,new_dataset\Final Project.v1i.coco\train\P_2127_jpg.rf.09f89e38a8eb913d626dd24b3b78ef16.jpg,1,1,0,1
train,81,fp_train_0194.jpg,train,samsung_73_jpg.rf.c57a5c32237cf3a89d0fd72a106d41fc.jpg,new_dataset\Final Project.v1i.coco\train\samsung_73_jpg.rf.c57a5c32237cf3a89d0fd72a106d41fc.jpg,0,0,0,0
train,82,fp_train_0195.jpg,train,samsung_67_jpg.rf.645c64ace8601f598357bc0607cd95f9.jpg,new_dataset\Final Project.v1i.coco\train\samsung_67_jpg.rf.645c64ace8601f598357bc0607cd95f9.jpg,1,0,0,1
train,83,fp_train_0196.jpg,train,N_10061_JPG_JPG.rf.8d9a94758e82ba6bae3132f4bc9d6ba5.jpg,new_dataset\Final Project.v1i.coco\train\N_10061_JPG_JPG.rf.8d9a94758e82ba6bae3132f4bc9d6ba5.jpg,1,0,0,1
train,84,fp_train_0197.jpg,train,N_10071_JPG_JPG.rf.b3f4b2a6b6fecf70fa9717a113e6e3d8.jpg,new_dataset\Final Project.v1i.coco\train\N_10071_JPG_JPG.rf.b3f4b2a6b6fecf70fa9717a113e6e3d8.jpg,1,0,0,0
test,85,fp_test_0047.jpg,train,N_1045_JPG_JPG.rf.6ef1dfba3c4e0e1fdae9eff239a87c39.jpg,new_dataset\Final Project.v1i.coco\train\N_1045_JPG_JPG.rf.6ef1dfba3c4e0e1fdae9eff239a87c39.jpg,1,1,0,0
train,86,fp_train_0198.jpg,train,2_23_jpg.rf.db30bd86b4444940b8888f09c6e6f4ab.jpg,new_dataset\Final Project.v1i.coco\train\2_23_jpg.rf.db30bd86b4444940b8888f09c6e6f4ab.jpg,1,1,0,0
valid,87,fp_valid_0053.jpg,train,N_10024_JPG_JPG.rf.5fa5c74e698a92f187001b8e0756d348.jpg,new_dataset\Final Project.v1i.coco\train\N_10024_JPG_JPG.rf.5fa5c74e698a92f187001b8e0756d348.jpg,1,0,0,0
train,88,fp_train_0199.jpg,train,P_2106_jpg.rf.7c7de2f8bcba97dd8beabf853f1afaff.jpg,new_dataset\Final Project.v1i.coco\train\P_2106_jpg.rf.7c7de2f8bcba97dd8beabf853f1afaff.jpg,0,1,0,0
train,89,fp_train_0200.jpg,train,2_15_jpg.rf.df10e787319c5ee4896ef0aa5297790e.jpg,new_dataset\Final Project.v1i.coco\train\2_15_jpg.rf.df10e787319c5ee4896ef0aa5297790e.jpg,1,0,0,0
train,89,fp_train_0201.jpg,train,2_10_jpg.rf.f1c404d63957a6aceceb4fea22d6a1c7.jpg,new_dataset\Final Project.v1i.coco\train\2_10_jpg.rf.f1c404d63957a6aceceb4fea22d6a1c7.jpg,0,0,0,0
train,90,fp_train_0202.jpg,train,2_31_jpg.rf.133635b14a9e7c7e4415e06c6fce052f.jpg,new_dataset\Final Project.v1i.coco\train\2_31_jpg.rf.133635b14a9e7c7e4415e06c6fce052f.jpg,0,1,1,0
train,91,fp_train_0203.jpg,train,samsung_25_jpg.rf.49906d74f173e23bf2d9cd51d3c2ee57.jpg,new_dataset\Final Project.v1i.coco\train\samsung_25_jpg.rf.49906d74f173e23bf2d9cd51d3c2ee57.jpg,1,0,0,0
train,92,fp_train_0204.jpg,train,P_2217_jpg.rf.8c42636fd47851b2c3ebd847707c18f3.jpg,new_dataset\Final Project.v1i.coco\train\P_2217_jpg.rf.8c42636fd47851b2c3ebd847707c18f3.jpg,1,1,1,1
train,93,fp_train_0205.jpg,train,P_2028_jpg.rf.52c7529363899837c26bc927b791921e.jpg,new_dataset\Final Project.v1i.coco\train\P_2028_jpg.rf.52c7529363899837c26bc927b791921e.jpg,1,1,0,1
train,94,fp_train_0206.jpg,train,P_2121_jpg.rf.a1507661e245c2495fddc548d8ca4e36.jpg,new_dataset\Final Project.v1i.coco\train\P_2121_jpg.rf.a1507661e245c2495fddc548d8ca4e36.jpg,1,0,0,0
valid,95,fp_valid_0054.jpg,train,N_10001_JPG_JPG.rf.cf4327cc4775052b9794b40e2f1a8d99.jpg,new_dataset\Final Project.v1i.coco\train\N_10001_JPG_JPG.rf.cf4327cc4775052b9794b40e2f1a8d99.jpg,1,0,0,1
valid,95,fp_valid_0055.jpg,valid,N_10077_JPG_JPG.rf.50b0308cd07346a005270d88216c86de.jpg,new_dataset\Final Project.v1i.coco\valid\N_10077_JPG_JPG.rf.50b0308cd07346a005270d88216c86de.jpg,1,0,0,1
train,96,fp_train_0207.jpg,train,N_1098_JPG_JPG.rf.c58ba9c8dfdb219f769b520b0400c200.jpg,new_dataset\Final Project.v1i.coco\train\N_1098_JPG_JPG.rf.c58ba9c8dfdb219f769b520b0400c200.jpg,1,0,1,0
train,97,fp_train_0208.jpg,train,P_2055_jpg.rf.6d40f219c96df1f3e514ac7551f899e9.jpg,new_dataset\Final Project.v1i.coco\train\P_2055_jpg.rf.6d40f219c96df1f3e514ac7551f899e9.jpg,0,1,0,1
train,98,fp_train_0209.jpg,train,N_1081_JPG_JPG.rf.1d82183d22c0818439338c449ca0950d.jpg,new_dataset\Final Project.v1i.coco\train\N_1081_JPG_JPG.rf.1d82183d22c0818439338c449ca0950d.jpg,0,0,0,0
train,99,fp_train_0210.jpg,train,samsung_17_jpg.rf.2858bf1339912338150f5b41eab6683f.jpg,new_dataset\Final Project.v1i.coco\train\samsung_17_jpg.rf.2858bf1339912338150f5b41eab6683f.jpg,0,0,0,0
train,100,fp_train_0211.jpg,train,P_2210_jpg.rf.dea59b9a8ffa5e021aefbf3860b9a3ef.jpg,new_dataset\Final Project.v1i.coco\train\P_2210_jpg.rf.dea59b9a8ffa5e021aefbf3860b9a3ef.jpg,0,0,0,0
test,101,fp_test_0048.jpg,train,35_jpg.rf.8818ed6eb3df912a550fb6db5c76680c.jpg,new_dataset\Final Project.v1i.coco\train\35_jpg.rf.8818ed6eb3df912a550fb6db5c76680c.jpg,0,0,0,0
train,102,fp_train_0212.jpg,train,12_jpg.rf.3222888bee31f61d1514260d6091f926.jpg,new_dataset\Final Project.v1i.coco\train\12_jpg.rf.3222888bee31f61d1514260d6091f926.jpg,0,1,0,0
train,103,fp_train_0213.jpg,train,74_jpg.rf.87dfe8c41bff8eda082ee7004bd80091.jpg,new_dataset\Final Project.v1i.coco\train\74_jpg.rf.87dfe8c41bff8eda082ee7004bd80091.jpg,0,0,1,0
train,103,fp_train_0214.jpg,valid,75_jpg.rf.d9968ee7d1766aa6445bb1f402251227.jpg,new_dataset\Final Project.v1i.coco\valid\75_jpg.rf.d9968ee7d1766aa6445bb1f402251227.jpg,0,0,0,0
train,104,fp_train_0215.jpg,train,P_2252_jpg.rf.a8e954a998d96953dca2e5328ca25005.jpg,new_dataset\Final Project.v1i.coco\train\P_2252_jpg.rf.a8e954a998d96953dca2e5328ca25005.jpg,1,0,0,1
train,105,fp_train_0216.jpg,train,P_2031_jpg.rf.7c1ce70a7a24fb48d02852e8e5081c51.jpg,new_dataset\Final Project.v1i.coco\train\P_2031_jpg.rf.7c1ce70a7a24fb48d02852e8e5081c51.jpg,0,1,1,1
test,106,fp_test_0049.jpg,train,N_1021_JPG_JPG.rf.81ea9e863a067992ff75a05fadaf22b1.jpg,new_dataset\Final Project.v1i.coco\train\N_1021_JPG_JPG.rf.81ea9e863a067992ff75a05fadaf22b1.jpg,1,0,0,1
valid,107,fp_valid_0056.jpg,train,samsung_49_jpg.rf.a2942b7351bbb6bd2b660c422ba1d97f.jpg,new_dataset\Final Project.v1i.coco\train\samsung_49_jpg.rf.a2942b7351bbb6bd2b660c422ba1d97f.jpg,0,0,0,0
train,108,fp_train_0217.jpg,train,N_1056_JPG_JPG.rf.f96b77ccf696c63fea931251587c3cff.jpg,new_dataset\Final Project.v1i.coco\train\N_1056_JPG_JPG.rf.f96b77ccf696c63fea931251587c3cff.jpg,1,0,0,1
valid,109,fp_valid_0057.jpg,train,58_jpg.rf.1f51074342200ef34fcf693a68680f7f.jpg,new_dataset\Final Project.v1i.coco\train\58_jpg.rf.1f51074342200ef34fcf693a68680f7f.jpg,0,0,0,0
valid,109,fp_valid_0058.jpg,train,54_jpg.rf.387af41dbb433c83b07107b59b19a4a1.jpg,new_dataset\Final Project.v1i.coco\train\54_jpg.rf.387af41dbb433c83b07107b59b19a4a1.jpg,0,0,0,0
valid,109,fp_valid_0059.jpg,valid,46_jpg.rf.84e33b6480d48efb2021ae399da4c904.jpg,new_dataset\Final Project.v1i.coco\valid\46_jpg.rf.84e33b6480d48efb2021ae399da4c904.jpg,0,0,0,0
train,110,fp_train_0218.jpg,train,2_jpg.rf.f298da4e07955c96839d63df94f13265.jpg,new_dataset\Final Project.v1i.coco\train\2_jpg.rf.f298da4e07955c96839d63df94f13265.jpg,0,0,0,0
valid,111,fp_valid_0060.jpg,train,samsung_7_jpg.rf.0e53b552b650bf1ce51a533e1f878b34.jpg,new_dataset\Final Project.v1i.coco\train\samsung_7_jpg.rf.0e53b552b650bf1ce51a533e1f878b34.jpg,0,0,1,1
train,112,fp_train_0219.jpg,train,P_2036_jpg.rf.f401fbd7c97b490fca9b2addeb60b40e.jpg,new_dataset\Final Project.v1i.coco\train\P_2036_jpg.rf.f401fbd7c97b490fca9b2addeb60b40e.jpg,0,0,1,0
train,113,fp_train_0220.jpg,train,samsung_55_jpg.rf.adf191b29fe8db057a79546a073614ee.jpg,new_dataset\Final Project.v1i.coco\train\samsung_55_jpg.rf.adf191b29fe8db057a79546a073614ee.jpg,0,0,0,0
valid,114,fp_valid_0061.jpg,train,N_1041_JPG_JPG.rf.fc9bae79147c61451b85c6c5bd787ea4.jpg,new_dataset\Final Project.v1i.coco\train\N_1041_JPG_JPG.rf.fc9bae79147c61451b85c6c5bd787ea4.jpg,1,0,0,0
train,115,fp_train_0221.jpg,train,N_1053_JPG_JPG.rf.500d6c04319f10ba386977c5a48e86b4.jpg,new_dataset\Final Project.v1i.coco\train\N_1053_JPG_JPG.rf.500d6c04319f10ba386977c5a48e86b4.jpg,0,1,1,0
train,116,fp_train_0222.jpg,train,P_2117_jpg.rf.222c7ad48f6d80e9abfe37d328a7296e.jpg,new_dataset\Final Project.v1i.coco\train\P_2117_jpg.rf.222c7ad48f6d80e9abfe37d328a7296e.jpg,1,0,0,0
train,117,fp_train_0223.jpg,train,samsung_68_jpg.rf.9fe965c2d5f5938f100be2a2c63500d5.jpg,new_dataset\Final Project.v1i.coco\train\samsung_68_jpg.rf.9fe965c2d5f5938f100be2a2c63500d5.jpg,1,0,0,1
train,118,fp_train_0224.jpg,train,P_2235_jpg.rf.984b22054ffaca9a4511bf80fd888696.jpg,new_dataset\Final Project.v1i.coco\train\P_2235_jpg.rf.984b22054ffaca9a4511bf80fd888696.jpg,0,0,0,1
train,119,fp_train_0225.jpg,train,2_35_jpg.rf.56fc46d83ff8bf48943b636f6163c734.jpg,new_dataset\Final Project.v1i.coco\train\2_35_jpg.rf.56fc46d83ff8bf48943b636f6163c734.jpg,0,1,0,0
train,119,fp_train_0226.jpg,train,2_45_jpg.rf.c9cd0eee11f7d808a2c749e0d81c159d.jpg,new_dataset\Final Project.v1i.coco\train\2_45_jpg.rf.c9cd0eee11f7d808a2c749e0d81c159d.jpg,0,0,0,0
train,119,fp_train_0227.jpg,valid,2_36_jpg.rf.d32da4361cd4dd6719483b8d0da2258a.jpg,new_dataset\Final Project.v1i.coco\valid\2_36_jpg.rf.d32da4361cd4dd6719483b8d0da2258a.jpg,0,1,0,0
train,120,fp_train_0228.jpg,train,2_27_jpg.rf.000542ee164c812e0a2b51d0777ea694.jpg,new_dataset\Final Project.v1i.coco\train\2_27_jpg.rf.000542ee164c812e0a2b51d0777ea694.jpg,1,0,0,0
train,121,fp_train_0229.jpg,train,N_1009_JPG_JPG.rf.c683cfff02fb78131debfa079c403129.jpg,new_dataset\Final Project.v1i.coco\train\N_1009_JPG_JPG.rf.c683cfff02fb78131debfa079c403129.jpg,1,0,0,0
train,122,fp_train_0230.jpg,train,P_2089_jpg.rf.3bc6a00d610c464125def31a33c29c4d.jpg,new_dataset\Final Project.v1i.coco\train\P_2089_jpg.rf.3bc6a00d610c464125def31a33c29c4d.jpg,0,1,0,1
train,123,fp_train_0231.jpg,train,182_jpg.rf.18b5e41c7670c418c1b220e61e28fa70.jpg,new_dataset\Final Project.v1i.coco\train\182_jpg.rf.18b5e41c7670c418c1b220e61e28fa70.jpg,0,0,0,1
train,124,fp_train_0232.jpg,train,P_2167_jpg.rf.4929ed722b93d2c21d8e339a561e7791.jpg,new_dataset\Final Project.v1i.coco\train\P_2167_jpg.rf.4929ed722b93d2c21d8e339a561e7791.jpg,0,0,0,0
test,125,fp_test_0050.jpg,train,samsung_34_jpg.rf.9b289a1c3d91450a524e9466eac70bd1.jpg,new_dataset\Final Project.v1i.coco\train\samsung_34_jpg.rf.9b289a1c3d91450a524e9466eac70bd1.jpg,1,0,0,0
train,126,fp_train_0233.jpg,train,P_2222_jpg.rf.09b51a207d13db2d62f85ddffe6f06d3.jpg,new_dataset\Final Project.v1i.coco\train\P_2222_jpg.rf.09b51a207d13db2d62f85ddffe6f06d3.jpg,1,0,0,1
test,127,fp_test_0051.jpg,train,P_2219_jpg.rf.22d12e430fde1dc5cf6eee0579785549.jpg,new_dataset\Final Project.v1i.coco\train\P_2219_jpg.rf.22d12e430fde1dc5cf6eee0579785549.jpg,0,1,0,1
train,128,fp_train_0234.jpg,train,13_jpg.rf.eb722b37c39dd33e199f88d06da249f0.jpg,new_dataset\Final Project.v1i.coco\train\13_jpg.rf.eb722b37c39dd33e199f88d06da249f0.jpg,1,0,0,0
